Vernr,Bokföringsdatum,Registreringsdatum,Konto,Benämning,Ks,Projnr,Verifikationstext,Transaktionsinfo,Debet,Kredit
K171,2025-05-21,2025-06-03,7632,"Personalrepresentation, ej avdragsgill",,,STEAKHOUSE LILLA TORG,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Ellinor, Cillers. Peder, Ciller","1134,15",
K171,2025-05-21,2025-06-03,2640,Ingående moms,,,STEAKHOUSE LILLA TORG,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Ellinor, Cillers. Peder, Ciller","108,00",
K171,2025-05-21,2025-06-03,1960,Mynt,,,STEAKHOUSE LILLA TORG,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Ellinor, Cillers. Peder, Ciller",,"1242,15"
K172,2025-06-28,2025-06-30,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,"205,13",
K172,2025-06-28,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,"51,28",
K172,2025-06-28,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"51,28"
K172,2025-06-28,2025-06-30,1960,Mynt,,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"205,13"
K172,2025-06-28,2025-06-30,4599,"Justering, omvänd moms",,,CLAUDE.AI SUBSCRIPTION,,,"205,13"
K172,2025-06-28,2025-06-30,5420,Programvaror,,,CLAUDE.AI SUBSCRIPTION,,"205,13",
K173,2025-06-26,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson. per lange.,,"140,00"
K173,2025-06-26,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"140,00",
K174,2025-06-26,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,,"167,00"
K174,2025-06-26,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"167,00",
K175,2025-06-26,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson. per lange.,,"181,00"
K175,2025-06-26,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"181,00",
K176,2025-06-24,2025-06-30,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"992,80",
K176,2025-06-24,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"248,20",
K176,2025-06-24,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"248,20"
K176,2025-06-24,2025-06-30,1960,Mynt,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"992,80"
K176,2025-06-24,2025-06-30,4599,"Justering, omvänd moms",,,FS *dripify,,,"992,80"
K176,2025-06-24,2025-06-30,5420,Programvaror,,,FS *dripify,,"992,80",
K177,2025-06-23,2025-06-30,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"40000,00"
K177,2025-06-23,2025-06-30,1960,Mynt,,,Transfer (Deposit),,"40000,00",
K178,2025-06-21,2025-06-30,1960,Mynt,,,WONDERSHARE.COM,Ellinor Nilsson - 4539 virtual - Online.,,"244,64"
K178,2025-06-21,2025-06-30,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,WONDERSHARE.COM,,"244,64",
K178,2025-06-21,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,WONDERSHARE.COM,,,"61,16"
K178,2025-06-21,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,WONDERSHARE.COM,,"61,16",
K178,2025-06-21,2025-06-30,4599,"Justering, omvänd moms",,,WONDERSHARE.COM,,,"244,64"
K178,2025-06-21,2025-06-30,5420,Programvaror,,,WONDERSHARE.COM,,"244,64",
K179,2025-06-20,2025-06-30,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"4394,57",
K179,2025-06-20,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1098,64",
K179,2025-06-20,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1098,64"
K179,2025-06-20,2025-06-30,1960,Mynt,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4394,57"
K179,2025-06-20,2025-06-30,4599,"Justering, omvänd moms",,,Mailchimp,,,"4394,50"
K179,2025-06-20,2025-06-30,5420,Programvaror,,,Mailchimp,,"4394,50",
K180,2025-06-18,2025-06-30,6072,"Representation, ej avdragsgill",,,DJURGARDSBRUNN,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Burenstam Linder, Cillers","80,36",
K180,2025-06-18,2025-06-30,2640,Ingående moms,,,DJURGARDSBRUNN,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Burenstam Linder, Cillers","9,64",
K180,2025-06-18,2025-06-30,1960,Mynt,,,DJURGARDSBRUNN,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Burenstam Linder, Cillers",,"90,00"
K181,2025-06-18,2025-06-30,6072,"Representation, ej avdragsgill",,,DJURGARDSBRUNN,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Burenstam Linder, Cillers","602,68",
K181,2025-06-18,2025-06-30,2640,Ingående moms,,,DJURGARDSBRUNN,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Burenstam Linder, Cillers","72,32",
K181,2025-06-18,2025-06-30,1960,Mynt,,,DJURGARDSBRUNN,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Burenstam Linder, Cillers",,"675,00"
K182,2025-06-17,2025-06-30,4535,"Inköp av tjänster från annat EU-land, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"540,00",
K182,2025-06-17,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"135,00",
K182,2025-06-17,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"135,00"
K182,2025-06-17,2025-06-30,1960,Mynt,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"540,00"
K182,2025-06-17,2025-06-30,4599,"Justering, omvänd moms",,,FRAMER.COM,,,"540,00"
K182,2025-06-17,2025-06-30,5420,Programvaror,,,FRAMER.COM,,"540,00",
K183,2025-06-15,2025-06-30,4535,"Inköp av tjänster från annat EU-land, 25 %",,,SQSP* INV186053340,Peder Burenstam Linder - 8538 virtual - Online expenses.,"150,00",
K183,2025-06-15,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,SQSP* INV186053340,Peder Burenstam Linder - 8538 virtual - Online expenses.,"37,50",
K183,2025-06-15,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,SQSP* INV186053340,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"37,50"
K183,2025-06-15,2025-06-30,1960,Mynt,,,SQSP* INV186053340,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"150,00"
K183,2025-06-15,2025-06-30,4599,"Justering, omvänd moms",,,SQSP* INV186053340,,,"150,00"
K183,2025-06-15,2025-06-30,5420,Programvaror,,,SQSP* INV186053340,,"150,00",
K184,2025-06-11,2025-06-30,6110,Kontorsmateriel,,,C&C Sweden AB,Per Lange - 0481 physical - Default card.,"356,00",
K184,2025-06-11,2025-06-30,2640,Ingående moms,,,C&C Sweden AB,Per Lange - 0481 physical - Default card.,"89,00",
K184,2025-06-11,2025-06-30,1960,Mynt,,,C&C Sweden AB,Per Lange - 0481 physical - Default card.,,"445,00"
K185,2025-06-07,2025-06-30,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,X IMAGE GENERAT,Peder Burenstam Linder - 8538 virtual - Online expenses.,"197,05",
K185,2025-06-07,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,X IMAGE GENERAT,Peder Burenstam Linder - 8538 virtual - Online expenses.,"49,26",
K185,2025-06-07,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,X IMAGE GENERAT,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"49,26"
K185,2025-06-07,2025-06-30,1960,Mynt,,,X IMAGE GENERAT,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"197,05"
K185,2025-06-07,2025-06-30,4599,"Justering, omvänd moms",,,X IMAGE GENERAT,,,"197,05"
K185,2025-06-07,2025-06-30,5420,Programvaror,,,X IMAGE GENERAT,,"197,05",
K186,2025-06-05,2025-06-30,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,TRANSISTOR.FM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1877,39",
K186,2025-06-05,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,TRANSISTOR.FM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"469,35",
K186,2025-06-05,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,TRANSISTOR.FM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"469,35"
K186,2025-06-05,2025-06-30,1960,Mynt,,,TRANSISTOR.FM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1877,39"
K186,2025-06-05,2025-06-30,4599,"Justering, omvänd moms",,,TRANSISTOR.FM,,,"1877,39"
K186,2025-06-05,2025-06-30,5420,Programvaror,,,TRANSISTOR.FM,,"1877,39",
K187,2025-06-05,2025-06-30,1960,Mynt,,,CLAUDE.AI SUBSCRIPTION,Per Lange - 7764 virtual - Online.,,"252,91"
K187,2025-06-05,2025-06-30,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,CLAUDE.AI SUBSCRIPTION,,"252,91",
K187,2025-06-05,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,CLAUDE.AI SUBSCRIPTION,,,"63,23"
K187,2025-06-05,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,CLAUDE.AI SUBSCRIPTION,,"63,23",
K187,2025-06-05,2025-06-30,4599,"Justering, omvänd moms",,,CLAUDE.AI SUBSCRIPTION,,,"252,91"
K187,2025-06-05,2025-06-30,5420,Programvaror,,,CLAUDE.AI SUBSCRIPTION,,"252,91",
K188,2025-06-05,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card.,,"211,00"
K188,2025-06-05,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"211,00",
K189,2025-06-04,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"351,00"
K189,2025-06-04,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"351,00",
K190,2025-06-04,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"224,00"
K190,2025-06-04,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"224,00",
K191,2025-06-03,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"128,00"
K191,2025-06-03,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"128,00",
K192,2025-06-03,2025-06-30,1960,Mynt,,,46elkscom,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1250,00"
K192,2025-06-03,2025-06-30,2640,Ingående moms,,,46elkscom,,"250,00",
K192,2025-06-03,2025-06-30,5420,Programvaror,,,46elkscom,,"1000,00",
K193,2025-05-31,2025-10-31,2640,Ingående moms,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"73,75",
K193,2025-05-31,2025-10-31,1960,Mynt,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"368,75"
K193,2025-05-31,2025-10-31,5420,Programvaror,,,LINKBASE,,"295,00",
K194,2025-05-23,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,,"72,00"
K194,2025-05-23,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"72,00",
K195,2025-05-22,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online. Participants: Per lange. Peder linder. Ellinor Nilsson. Ta,,"1824,24"
K195,2025-05-22,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"1824,24",
K196,2025-05-21,2025-06-30,1960,Mynt,,,Oce*wondershareglobal,Ellinor Nilsson - 4539 virtual - Online. film program,,"220,18"
K196,2025-05-21,2025-06-30,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Oce*wondershareglobal,,"220,18",
K196,2025-05-21,2025-06-30,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Oce*wondershareglobal,,,"55,05"
K196,2025-05-21,2025-06-30,2645,Beräknad ingående moms på förvärv från utlandet,,,Oce*wondershareglobal,,"55,05",
K196,2025-05-21,2025-06-30,4599,"Justering, omvänd moms",,,Oce*wondershareglobal,,,"220,18"
K196,2025-05-21,2025-06-30,5420,Programvaror,,,Oce*wondershareglobal,,"220,18",
K197,2025-05-20,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,,"70,00"
K197,2025-05-20,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"70,00",
K198,2025-05-20,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson. per lange.,,"70,00"
K198,2025-05-20,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"70,00",
K199,2025-05-19,2025-06-30,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson. per lange.,,"229,00"
K199,2025-05-19,2025-06-30,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"229,00",
K200,2025-05-15,2025-06-30,1960,Mynt,,,BKG*Hotel at Booking.c,Ellinor Nilsson - 4539 virtual - Online. hotellnatt team avokado (bara carina),,"2729,20"
K200,2025-05-15,2025-06-30,5800,Resekostnader (gruppkonto),,,BKG*Hotel at Booking.c,,"2729,20",
K201,2025-05-15,2025-06-30,1960,Mynt,,,HOTELCOM72063013914163,Ellinor Nilsson - 4539 virtual - Online. VISS ai hotellnatt köpenhamn,,"3085,35"
K201,2025-05-15,2025-06-30,5800,Resekostnader (gruppkonto),,,HOTELCOM72063013914163,,"3085,35",
K202,2025-06-28,2025-06-30,6990,Övriga externa kostnader,,,Mynt subscription fee,,"99,00",
K202,2025-06-28,2025-06-30,2640,Ingående moms,,,Mynt subscription fee,,"24,75",
K202,2025-06-28,2025-06-30,1960,Mynt,,,Mynt subscription fee,,,"123,75"
K203,2025-05-23,2025-10-31,1960,Mynt,,,LINKEDIN SN *388949123,Ellinor Nilsson - 4539 virtual - Online.,,"9299,88"
K203,2025-05-23,2025-10-31,5420,Programvaror,,,LINKEDIN SN *388949123,,"9299,88",
K204,2025-08-09,2025-08-12,1960,Mynt,,,SAS,Ellinor Nilsson - 4539 virtual - Online.,,"600,00"
K204,2025-08-09,2025-08-12,5800,Resekostnader (gruppkonto),,,SAS,,"600,00",
K205,2025-08-06,2025-08-12,4535,"Inköp av tjänster från annat EU-land, 25 %",,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,"83,35",
K205,2025-08-06,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,"20,84",
K205,2025-08-06,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"20,84"
K205,2025-08-06,2025-08-12,1960,Mynt,,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"83,35"
K205,2025-08-06,2025-08-12,4599,"Justering, omvänd moms",,,HETZNER ONLINE GMBH,,,"83,35"
K205,2025-08-06,2025-08-12,5420,Programvaror,,,HETZNER ONLINE GMBH,,"83,35",
K206,2025-08-03,2025-08-12,4535,"Inköp av tjänster från annat EU-land, 25 %",,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,"44,17",
K206,2025-08-03,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,"11,04",
K206,2025-08-03,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"11,04"
K206,2025-08-03,2025-08-12,1960,Mynt,,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"44,17"
K206,2025-08-03,2025-08-12,4599,"Justering, omvänd moms",,,SLACK T06TQUCT19D,,,"44,17"
K206,2025-08-03,2025-08-12,5420,Programvaror,,,SLACK T06TQUCT19D,,"44,17",
K207,2025-08-02,2025-08-12,4535,"Inköp av tjänster från annat EU-land, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"898,11",
K207,2025-08-02,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"224,53",
K207,2025-08-02,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"224,53"
K207,2025-08-02,2025-08-12,1960,Mynt,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"898,11"
K207,2025-08-02,2025-08-12,4599,"Justering, omvänd moms",,,Google GSUITEcillers.com,,,"898,11"
K207,2025-08-02,2025-08-12,5420,Programvaror,,,Google GSUITEcillers.com,,"898,11",
K208,2025-08-01,2025-08-12,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"30000,00"
K208,2025-08-01,2025-08-12,1960,Mynt,,,Transfer (Deposit),,"30000,00",
K209,2025-07-31,2025-10-31,2640,Ingående moms,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"73,75",
K209,2025-07-31,2025-10-31,1960,Mynt,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"368,75"
K209,2025-07-31,2025-10-31,5420,Programvaror,,,LINKBASE,,"295,00",
K210,2025-07-30,2025-08-12,5810,Biljetter,,,sj.se,Ellinor Nilsson - 4539 virtual - Online. Tågresa till jurymedlem martin oskarsson,"1362,00",
K210,2025-07-30,2025-08-12,1960,Mynt,,,sj.se,Ellinor Nilsson - 4539 virtual - Online. Tågresa till jurymedlem martin oskarsson,,"1362,00"
K211,2025-07-30,2025-08-12,1960,Mynt,,,flightnetwrk1086045899,Ellinor Nilsson - 4539 virtual - Online. tayo flygresa,,"5459,32"
K211,2025-07-30,2025-08-12,5800,Resekostnader (gruppkonto),,,flightnetwrk1086045899,,"5459,32",
K212,2025-07-30,2025-08-12,1960,Mynt,,,flightnetwrk1089808199,Ellinor Nilsson - 4539 virtual - Online. Martin oskarsson flyg,,"3406,03"
K212,2025-07-30,2025-08-12,5800,Resekostnader (gruppkonto),,,flightnetwrk1089808199,,"3406,03",
K213,2025-07-29,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,CALENDLY,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1420,76",
K213,2025-07-29,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,CALENDLY,Peder Burenstam Linder - 8538 virtual - Online expenses.,"355,19",
K213,2025-07-29,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,CALENDLY,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"355,19"
K213,2025-07-29,2025-08-12,1960,Mynt,,,CALENDLY,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1420,76"
K213,2025-07-29,2025-08-12,4599,"Justering, omvänd moms",,,CALENDLY,,,"1420,76"
K213,2025-07-29,2025-08-12,5420,Programvaror,,,CALENDLY,,"1420,76",
K214,2025-07-30,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"947,17",
K214,2025-07-30,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"236,79",
K214,2025-07-30,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"236,79"
K214,2025-07-30,2025-08-12,1960,Mynt,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"947,17"
K214,2025-07-30,2025-08-12,4599,"Justering, omvänd moms",,,AIRTABLE.COM/BILL,,,"947,17"
K214,2025-07-30,2025-08-12,5420,Programvaror,,,AIRTABLE.COM/BILL,,"947,17",
K215,2025-07-28,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"2078,89",
K215,2025-07-28,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"519,72",
K215,2025-07-28,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"519,72"
K215,2025-07-28,2025-08-12,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2078,89"
K215,2025-07-28,2025-08-12,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"2078,89"
K215,2025-07-28,2025-08-12,5420,Programvaror,,,"OPENROUTER, INC",,"2078,89",
K216,2025-07-01,2025-10-31,2640,Ingående moms,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"73,75",
K216,2025-07-01,2025-10-31,1960,Mynt,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"368,75"
K216,2025-07-01,2025-10-31,5420,Programvaror,,,LINKBASE,,"295,00",
K217,2025-07-28,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,"207,19",
K217,2025-07-28,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,"51,80",
K217,2025-07-28,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"51,80"
K217,2025-07-28,2025-08-12,1960,Mynt,,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"207,19"
K217,2025-07-28,2025-08-12,4599,"Justering, omvänd moms",,,CLAUDE.AI SUBSCRIPTION,,,"207,19"
K217,2025-07-28,2025-08-12,5420,Programvaror,,,CLAUDE.AI SUBSCRIPTION,,"207,19",
K218,2025-07-03,2025-08-12,5810,Biljetter,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. from aws with equipment,"190,57",
K218,2025-07-03,2025-08-12,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. from aws with equipment,"11,43",
K218,2025-07-03,2025-08-12,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. from aws with equipment,,"202,00"
K219,2025-07-26,2025-08-12,5410,Förbrukningsinventarier,,,KJELL&CO 81,Peder Burenstam Linder - 9022 physical - Default card.,"767,30",
K219,2025-07-26,2025-08-12,2640,Ingående moms,,,KJELL&CO 81,Peder Burenstam Linder - 9022 physical - Default card.,"191,82",
K219,2025-07-26,2025-08-12,1960,Mynt,,,KJELL&CO 81,Peder Burenstam Linder - 9022 physical - Default card.,,"959,12"
K220,2025-07-02,2025-08-12,4535,"Inköp av tjänster från annat EU-land, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"891,36",
K220,2025-07-02,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"222,84",
K220,2025-07-02,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"222,84"
K220,2025-07-02,2025-08-12,1960,Mynt,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"891,36"
K220,2025-07-02,2025-08-12,4599,"Justering, omvänd moms",,,Google GSUITEcillers.com,,,"891,36"
K220,2025-07-02,2025-08-12,5420,Programvaror,,,Google GSUITEcillers.com,,"891,36",
K221,2025-07-28,2025-08-12,6990,Övriga externa kostnader,,,Mynt subscription fee,,"99,00",
K221,2025-07-28,2025-08-12,2640,Ingående moms,,,Mynt subscription fee,,"24,75",
K221,2025-07-28,2025-08-12,1960,Mynt,,,Mynt subscription fee,,,"123,75"
K222,2025-07-10,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,XAI LLC,Peder Burenstam Linder - 8538 virtual - Online expenses.,"2940,05",
K222,2025-07-10,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,XAI LLC,Peder Burenstam Linder - 8538 virtual - Online expenses.,"735,01",
K222,2025-07-10,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,XAI LLC,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"735,01"
K222,2025-07-10,2025-08-12,1960,Mynt,,,XAI LLC,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2940,05"
K222,2025-07-10,2025-08-12,4599,"Justering, omvänd moms",,,XAI LLC,,,"2940,05"
K222,2025-07-10,2025-08-12,5420,Programvaror,,,XAI LLC,,"2940,05",
K223,2025-07-04,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"PANDADOC, INC.",Peder Burenstam Linder - 8538 virtual - Online expenses. Se kvitto for andra pandadoc betalningen.,"2239,24",
K223,2025-07-04,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,"PANDADOC, INC.",Peder Burenstam Linder - 8538 virtual - Online expenses. Se kvitto for andra pandadoc betalningen.,"559,81",
